_id,district,street,building,name,seats,enterpreneur_name,enterpreneur_name_2,area,code_phone_number,phone_number_1,phone_number_2,cellphone_number_1,cellphone_number_2,hours_of_work_monday,hours_of_work_tuesday',hours_of_work_wednesday',hours_of_work_thursday,hours_of_work_friday,hours_of_work_saturday,hours_of_work_sunday
663,Франківський,Героїв УПА,73Ж,"бар-ресторан ""Вишиванка""",100.0,ФОП Решта В.І.,NULL,220.0,NULL,NULL,NULL,NULL,NULL,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,вихідний
664,Франківський,Героїв УПА,76.0,"""Кава""",12.0,ФОП Панас Михайло Зіновйович,NULL,30.0,NULL,NULL,NULL,NULL,NULL,8.00-22.00 н.9.00-22.00,8.00-22.00 н.9.00-22.00,8.00-22.00 н.9.00-22.00,8.00-22.00 н.9.00-22.00,8.00-22.00 н.9.00-22.00,вихідний,вихідний
665,Франківський,Героїв УПА,80.0,"бістро ""Смачні сезони""",90.0,ФОП Бабяк Анастасія Василівна,NULL,150.0,NULL,NULL,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,11:00-22:00
666,Франківський,Городоцька,141.0,"піцерія ""Челентано""",60.0,ФОП Гришко Сергій Віталійович,ПП «Мережа швидкого харчування»,100.0,NULL,NULL,NULL,NULL,NULL,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,вихідний,вихідний
667,Франківський,Городоцька,149.0,"кафе-бар ""Біла чайка""",20.0,"ПП ""Лана Сервіс""",NULL,40.0,NULL,NULL,NULL,NULL,NULL,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,вихідний,вихідний
668,Франківський,Городоцька,153.0,"кафе-бар ""У солохи""",25.0,ФОП Леонов Сергій Миколайович,NULL,50.0,NULL,NULL,NULL,NULL,NULL,07:00-23:00 ,07:00-23:00 ,07:00-23:00 ,07:00-23:00 ,07:00-23:00 ,вихідний,вихідний
669,Франківський,Городоцька,163.0,"кафе-бістро ""Пан Коцький""",14.0,ФОП Панькевич Софія Олексіївна,NULL,40.0,NULL,NULL,NULL,NULL,NULL,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово
670,Франківський,Городоцька,207.0,"кафе ""Кафе""",6.0,ФОП Геник Ярина Ярославівна,NULL,20.0,NULL,NULL,NULL,NULL,NULL,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,вихідний,вихідний
671,Франківський,Київська,20.0,"кафе ""Кавова крамничка""",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ремонт в приміщенні,ремонт в приміщенні,ремонт в приміщенні,ремонт в приміщенні,ремонт в приміщенні,вихідний,вихідний
672,Франківський,Княгині Ольги,106.0,"павільйон кафе ""Red Night City""",80.0,ФОП Лабик Дарія Романівна,NULL,200.0,NULL,NULL,NULL,NULL,NULL,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово
673,Франківський,Княгині Ольги,106.0,"фаст-фуд ""Біг-бургер""",10.0,ФОП Будна Зінаїда Едуардівна,NULL,20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
674,Франківський,Княгині Ольги,69.0,"кафе-бар ""Люксар""",NULL,ФОП Кальмук Роман Іванович,NULL,90.0,NULL,NULL,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,вихідний,вихідний
675,Франківський,Коновальця Є.,77А,"міні-бар ""Купідон""",15.0,ФОП Солтісік Ярослав Остапович,NULL,45.0,NULL,NULL,NULL,NULL,NULL,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,вихідний,вихідний
676,Франківський,Конотопська,2.0,"""Льолік""",5.0,ФОП Гербей Олена Вікторівна,NULL,20.0,NULL,NULL,NULL,NULL,NULL,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,вихідний,вихідний
677,Франківський,Кульпарківська,125.0,"кафе ""Явір""",20.0,"ТзОВ ""Явір""",NULL,50.0,NULL,NULL,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
678,Франківський,Кульпарківська,129.0,"бар ""Пивний бар""",40.0,"ТзОВ ""Віночок""",NULL,NULL,NULL,NULL,NULL,NULL,NULL,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,вихідний,вихідний
679,Франківський,Кульпарківська,129.0,"паб ""Пивна мануфактура""",11.0,ФОП Тищук О.О.,NULL,20.0,NULL,NULL,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
680,Франківський,Наукова,51.0,"кафе ""Хінкальня""",40.0,"ТзОВ ""Балеріон""",NULL,50.0,NULL,NULL,NULL,NULL,NULL,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,11:00-23:00
681,Франківський,Наукова,7Д,"бістро ""Смачні сезони""",80.0,ФОП Перун,NULL,150.0,NULL,NULL,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
682,Франківський,Політехнічна,8.0,"бістро ""Біг бургер""",25.0,ФОП Бутний Ігор Михайлович,NULL,40.0,NULL,NULL,NULL,NULL,NULL,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,вихідний,вихідний
683,Франківський,Бандери С.,31.0,"кафе ""Palyanytsia""",60.0,ФОП Клим Оксана Юріївна,NULL,120.0,NULL,NULL,NULL,NULL,NULL,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,вихідний,вихідний
684,Франківський,Бандери С.,47А,"кафе ""КЕТ кафе""",30.0,"ПП ""Кет кафе""",NULL,60.0,NULL,NULL,NULL,NULL,NULL,08.00-22.00,08.00-22.00,08.00-22.00,08.00-22.00,08.00-22.00,вихідний,вихідний
685,Франківський,Бандери С.,67.0,"фаст-фуд ""Донер Кабеб""",NULL,ФОП Маеранов Малік Юсіф Огли,NULL,20.0,NULL,NULL,NULL,NULL,NULL,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,вихідний,вихідний
686,Франківський,Тролейбусна,2.0,"бар ""Без вивіски""",10.0,ФОП Захаров Юрій Миколайович,NULL,50.0,NULL,NULL,NULL,NULL,NULL,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,вихідний,вихідний
687,Франківський,Федьковича Ю.,4.0,"кафе ""Без вивіски""",20.0,ФОП Левицька М.В.,NULL,30.0,NULL,NULL,NULL,NULL,NULL,07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,вихідний,вихідний
688,Франківський,Героїв Майдану,NULL,"паб ""Паб Депо""",30.0,ФОП Балашов Артур Юрійович,NULL,40.0,NULL,NULL,NULL,NULL,NULL,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,вихідний,вихідний
689,Франківський,"Сахарова А.,акад.",23.0,"кафе ""ПК""",50.0,ФОП Навроцький Михайло Миколайович,NULL,100.0,NULL,NULL,NULL,NULL,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,вихідний,вихідний
690,Франківський,"Сахарова А.,акад.",19.0,"кава ""Milk & Cofe""",NULL,ФОП Яценко А.А.,NULL,10.0,NULL,NULL,NULL,NULL,NULL,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,вихідний,вихідний
691,Франківський,Федьковича Ю.,26.0,"бар ""Пивний бар""",15.0,"ТзОВ ""Компанія Династія""",NULL,40.0,NULL,NULL,NULL,NULL,NULL,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,вихідний,вихідний
692,Франківський,"Липнева, пл.",7.0,"кафе ""Норма""",36.0,"ПП ""Галтехносистема""",NULL,50.0,NULL,NULL,NULL,NULL,NULL,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,вихідний,вихідний
693,Франківський,Федьковича Ю.,38.0,"бісто ""Смачні сезони""",90.0,ФОП Крамар Михайло Михайлович,NULL,200.0,NULL,NULL,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
694,Франківський,Володимира Великого,59В,"павільйон ""Магазин шашлика""",40.0,"ТзОВ ""Магазин шашлика""",NULL,50.0,NULL,NULL,NULL,NULL,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,вихідний,вихідний
695,Франківський,"Сахарова А.,акад.",6.0,"кав'ярня ""Каво манія""",6.0,ФОП Антонів Андрій Ігорович,NULL,20.0,NULL,NULL,NULL,NULL,NULL,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,вихідний,вихідний
696,Франківський,Федьковича Ю.,24.0,"бар ""Галявина""",15.0,"ТзОВ ""Галявина""",NULL,30.0,NULL,NULL,NULL,NULL,NULL,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-14:00
697,Франківський,Бандери С.,45.0,"кафе ""Chigi""",25.0,ФОП Левицький О.Ф.,NULL,50.0,NULL,NULL,NULL,NULL,NULL,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,вихідний,вихідний
698,Шевченківський,"Чорновола В.,просп.",59.0,"""Орден пива""",36.0,Бучинський Юрій Олегович,NULL,65.6,NULL,NULL,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00
699,Шевченківський,"Чорновола В.,просп.",63А,Пекарня Кондитерська Бістро. Власна свіжа випічка.,6.0,Кладова Марта Аскольдівна,NULL,67.0,NULL,NULL,NULL,NULL,NULL,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,вихідний,вихідний
700,Шевченківський,"Чорновола В.,просп.",45,"""Кафе""",24.0,Ганусик надія Богданівна,NULL,50.0,NULL,NULL,NULL,NULL,NULL,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,вихідний,вихідний
701,Шевченківський,"Чорновола В.,просп.",45,"""Бар"" ""Піца Кури-гриль""",52.0,Ганусик надія Богданівна,NULL,50.0,NULL,NULL,NULL,NULL,NULL,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,вихідний,вихідний
702,Шевченківський,"Чорновола В.,просп.",67Г,"""Мережа бістро ""Смачні сезони""",100.0,інформації не надано,NULL,80.0,NULL,NULL,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
703,Шевченківський,"Чорновола В.,просп.",67,"""Кафе-бар ""Смак""",30.0,Хальфіна Людмила Олексіївна,NULL,52.0,NULL,NULL,NULL,NULL,NULL,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,вихідний,вихідний
704,Шевченківський,"Чорновола В.,просп.",101,Челентано PIZZA,48.0,"ТзОВ ""МІНД""",NULL,90.0,NULL,NULL,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
705,Шевченківський,"Чорновола В.,просп.",101,"кафе ""Тетяна""",30.0,"ПП ""Милітан""",NULL,40.8,NULL,NULL,NULL,NULL,NULL,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,вихідний,вихідний
706,Шевченківський,"Чорновола В.,просп.",103,об'єкт швидкого харчування,NULL,Дубневич Ольга Іванівна,NULL,7.0,NULL,NULL,NULL,NULL,NULL,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-20:00,10:00-21:00
707,Шевченківський,"Чорновола В.,просп.",12,об'єкт швидкого харчування,32.0,"Підприємство з іноземними інвестиціями ""МакДональдз Юкрейн Лтд""",NULL,40.0,NULL,NULL,NULL,NULL,NULL,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово
708,Шевченківський,"Мазепи І., гетьм.",25А,"Ресторан ""Магнат""",110.0,Гунц Стефанія Зіновіївна,NULL,200.0,NULL,NULL,NULL,NULL,NULL,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,вихідний,вихідний
709,Шевченківський,"Мазепи І., гетьм.",15А,"Кафе-бар ""Едем""",36.0,Бурбан Оксана Михайлівна,NULL,57.0,NULL,NULL,NULL,NULL,NULL,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,вихідний,вихідний
710,Шевченківський,"Мазепи І., гетьм.",11,"кафе ""У пані Юлії""",24.0,"ПП ""Ваш світ""",NULL,40.0,NULL,NULL,NULL,NULL,NULL,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,вихідний,вихідний
711,Шевченківський,"Мазепи І., гетьм.",11,"""Форнетті""",23,"ПФ ""Форнетті""",NULL,15.0,NULL,NULL,NULL,NULL,NULL,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,вихідний
712,Шевченківський,"Мазепи І., гетьм.",11,"""Хот-Дог""",0.0,Олесюк Максим Йосипович,NULL,15.0,NULL,NULL,NULL,NULL,NULL,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово
713,Шевченківський,"Мазепи І., гетьм.",37,"""Кафе-піцерія""",24.0,Ковалишин Олена Миронівна,NULL,62.0,NULL,NULL,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,вихідний,вихідний
714,Шевченківський,Грінченка Б.,6,"Кафе ""Діжка""",12.0,Черкашина Вікторія Сергіївна,NULL,40.0,NULL,NULL,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
715,Шевченківський,Лінкольна А.,57,NULL,10.0,Вовкун Микола Іванович,NULL,48.0,NULL,NULL,NULL,NULL,NULL,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,вихідний,вихідний
716,Шевченківський,Лінкольна А.,31,Білярд клуб,10.0,Войташ Юрій Ігорович,NULL,160.0,NULL,NULL,NULL,NULL,NULL,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово,цілодобово
717,Шевченківський,Леонтовича М.,1,"""Фрі HOUSE""",4.0,Вовчак Василь Григорович,NULL,15.4,NULL,NULL,NULL,NULL,NULL,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,вихідний,вихідний
718,Шевченківський,Тичини П.,17,"""Сокіл""",40.0,"ПП ""Сокіл""",NULL,230.0,NULL,NULL,NULL,NULL,NULL,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,вихідний,вихідний
719,Шевченківський,Чигиринська,42,РАБ живе пиво,35.0,Степаненко Юлія Волорлдимирівна,NULL,110.0,NULL,NULL,NULL,NULL,NULL,12:00-24:00,12:00-24:00,12:00-24:00,12:00-24:00,12:00-24:00,вихідний,вихідний
720,Шевченківський,"Чорновола В.,просп.",57А,"""Смачні сезони""",NULL,інформації не надано,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,вихідний,вихідний
721,Шевченківський,Джерельна,5,"""Чарочка""",20.0,Сєра Ігор Романович,NULL,32.0,NULL,NULL,NULL,NULL,NULL,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,вихідний,вихідний
722,Шевченківський,"Кучера Р., акад.",4,"""Кафе-бар""",20.0,"ПП""Амон - 1""",NULL,49.0,NULL,NULL,NULL,NULL,NULL,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,вихідний,вихідний
723,Шевченківський,Шолом-Алейхема Ш.,5,"Кафе Краб бар""",15.0,"ТзОВ ""Олвар""",NULL,20.0,NULL,NULL,NULL,NULL,NULL,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,вихідний
724,Шевченківський,Клепарівська,3,"""Пив-бар""",20.0,"ТзОВ ""Підгір""я """,NULL,50.0,NULL,NULL,NULL,NULL,NULL,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,вихідний,вихідний
725,Шевченківський,Шевченка Т.,4,"""Франсуа""",24.0,Дубіль Наталя Михайлівна,NULL,34.0,NULL,NULL,NULL,NULL,NULL,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,вихідний,вихідний
